Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
8218,Osafune,Chikakage,備前国長船住近景,Tachi,74.3,2.4,3,1.9,Suriage,2,17.5,Hi,"Juyo 2, Tokubetsu Juyo 17",Bizen,Late Kamakura,"TB 207, TB 213k, TB 215, TB 216, TB 780, JNZ, TJNZ, KANHI3","Hi has been altered between Juyo & Tokuju, Denrai - Daidouji Family",Koshirae,,
8219,Osafune,Chikakage,備前国長船住近景/ 貞和三年二月日,Tachi,74.3,1.8,2.8,2,Suriage,5,22.2,Hi,"Juyo 4, Tokubetsu Juyo 7",Bizen,1347,"TB 265, TB 309, TBE 1, JNZ, TJNZ, KOZA",Denrai - Sugihara Shozo,NA,,
8220,Osafune,Chikakage,備前国長船住平近景/ 建武二年九月日,Tachi,73.4,1.8,2.9,1.8,Ubu,2,20.6,NA,Juyo 14,Bizen,1335,"JNZ, FUJI",NA,NA,,
8221,Osafune,Chikakage,備前国長船住近景,Tachi,73.2,2.7,2.9,1.9,Suriage,3,18.9,Hi,Juyo 18,Bizen,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,Tanobe Sayagaki,,
8222,Osafune,Chikakage,備州長船住近景,Tachi,72.8,1.7,2.8,1.6,Suriage,4,21.9,NA,Juyo 68,Bizen,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Tokugawa Yoshimune,"Koshirae, Honami Origami",,
8223,Osafune,Chikakage,備州長船住近景,Tachi,72.7,1.9,NA,NA,Suriage,2,NA,NA,"Juyo XX, Private",Bizen,Late Kamakura - Early Nanbokucho,SB,NA,NA,,
8224,Osafune,Chikakage,□景 [近景],Tachi,72.4,2.7,2.8,1.9,Suriage,3,18.8,Hi,Juyo 17,Bizen,Late Kamakura - Early Nanbokucho,"TB 275, TBE 4, JNZ",NA,NA,,
8225,Osafune,Chikakage,備前国長船住近景,Tachi,72.2,2.3,2.9,1.9,Suriage,2,21.9,NA,"Juyo 20, Tokubetsu Juyo 16",Bizen,Late Kamakura,"TB 177, JNZ, TJNZ",NA,NA,,
8226,Osafune,Chikakage,備前国長船住近景,Tachi,71.8,2.1,3,2.1,Suriage,2,19.5,NA,"Juyo Bunkazai, Shinmei Jinja",Bizen,Late Kamakura - Early Nanbokucho,"TB 744f, JUBU, CUL, JBRN01294, GIF",NA,"Koshirae, Letter",,
8227,Osafune,Chikakage,備州長船住近景,Tachi,71.8,2,2.8,1.9,Suriage,2,18.5,NA,Juyo 4,Bizen,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Date Family,Koshirae,,
8228,Osafune,Chikakage,備前国長(Fumei) / 元弘三年 (Fumei) [長船近景],Tachi,71.8,2.3,2.9,1.9,Suriage,3,20.2,Hi,Juyo 56,Bizen,1333,"TB 651, JNZ, KKZ",NA,NA,,
8229,Osafune,Chikakage,備前国長(Cut off) [近景],Tachi,71.6,1.8,2.9,2,Suriage,2,19.9,NA,Juyo 25,Bizen,Late Kamakura - Early Nanbokucho,"JNZ, DTI23",NA,Koshirae,,
8230,Osafune,Chikakage,備州長船近景,Tachi,71.4,2.1,2.7,1.8,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Osaka",Bizen,Late Kamakura - Early Nanbokucho,"TB 62k, JUBI",NA,NA,,
8231,Osafune,Chikakage,備前国長船住近景/ 暦応二二年七月(Fumei),Tachi,71.3,1.6,2.6,1.6,Ubu,2,15.2,NA,Juyo 46,Bizen,1341,"JNZ, OPL",NA,"Kanzan Sayagaki, Koshirae in 2020",,
8232,Osafune,Chikakage,備前国長船住近景,Tachi,71.3,1.7,3,2.1,Suriage,3,17.7,NA,Juyo 64,Bizen,Late Kamakura - Early Nanbokucho,"TB 748, OPL, DTI23",NA,Tanobe Sayagaki,,
8233,Osafune,Chikakage,備前国長船住近景,Tachi,71.2,2.1,2.5,1.8,Suriage,3,19.1,NA,Juyo 6,Bizen,Late Kamakura - Early Nanbokucho,"TB 73k, JNZ",Denrai - Tsugaru Family,NA,,
8234,Osafune,Chikakage,備前国長船住近景,Tachi,71.1,1.5,2.8,2.8,Suriage,1,17.3,Hi,Juyo 10,Bizen,Nanbokucho,"JNZ, JUK",NA,NA,,
8235,Osafune,Chikakage,備前国長船住近景/ 嘉暦二年五月日,Tachi,71,1.3,2.8,1.7,Suriage,2,22.5,NA,"Juyo 13, Tokubetsu Juyo 24",Bizen,1327,"TB 777, JNZ, TJNZ, JUK, KOZA",NA,NA,,
8236,Osafune,Chikakage,近景,Tachi,70.8,1.5,2.8,1.7,Suriage,3,20.3,Hi,Tokubetsu Hozon,Bizen,Late Kamakura - Early Nanbokucho,"OPL, TH1016958",NA,Tanobe Sayagaki,,
8237,Osafune,Chikakage,備前国長船住近景,Tachi,70.6,2,NA,NA,Suriage,4,NA,Hi,Ise Jingu,Bizen,Late Kamakura - Early Nanbokucho,ISE,Dedicated to the shrine by Tokugawa Tsunayoshi in 1689,Koshirae,,
8238,Osafune,Chikakage,備州長(Cut off) [近景],Tachi,70.4,2,2.6,1.8,Suriage,3,18.1,Hi,Juyo 35,Bizen,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Date Family,NA,,
8239,Osafune,Chikakage,Mumei [近景],Tachi,70.4,2.6,3.1,1.8,Ubu,4,22.6,NA,Juyo 43,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8240,Osafune,Chikakage,備前国長船住近景,Tachi,70.2,1.8,2.6,1.8,Suriage,3,19.9,NA,"Juyo 5, Tokubetsu Juyo 6",Bizen,Late Kamakura,"TB 304, TBE 13, JNZ, TJNZ, OPL",NA,"Kunzan Sayagaki, Koshirae",,
8241,Osafune,Chikakage,備前国長船住近景,Tachi,69.6,2.2,2.7,1.7,Suriage,3,19.9,NA,Juyo 16,Bizen,Late Kamakura - Early Nanbokucho,"TB 254, TB 405, JNZ",NA,NA,,
8242,Osafune,Chikakage,備前国長船住近景,Tachi,69.4,NA,NA,NA,Suriage,3,NA,NA,XX,Bizen,Late Kamakura - Early Nanbokucho,"TB 281, TB 360",NA,NA,,
8243,Osafune,Chikakage,Mumei / 暦応三(Cut off) [伝近景],Tachi,68.2,1.2,3,2.1,Suriage,4,20.6,NA,"Juyo Bijutsuhin, Private Yamagata",Bizen,1340,"TB 61, TB 135, TB 399, TB 440f, MKS, JUBI, BIEX, GOK",Meito – Akechi Chikakage 明智近景,NA,,
8244,Osafune,Chikakage,備州長船住近景,Tachi,67.8,1.8,2.6,1.7,Suriage,2,19.1,NA,"Juyo 8, Tokubetsu Juyo 4",Bizen,Late Kamakura,"TB 226, JNZ, TJNZ, KOZA",NA,NA,,
8245,Osafune,Chikakage,備州長船住近景作,Tachi,66.7,2.2,2.4,1.5,Suriage,3,20.5,NA,"Juyo 30, Tokubetsu Juyo 18",Bizen,Late Kamakura - Early Nanbokucho,"TB 325, JNZ, TJNZ",NA,Honami Origami,,
8246,Osafune,Chikakage,備前国長船住近景,Tachi,64.9,1.3,3,1.9,Suriage,4,18.5,NA,Juyo 15,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8247,Osafune,Chikakage,備州長船住近景,Tachi,64.8,2.1,NA,NA,Suriage,3,NA,NA,XX,Bizen,Late Kamakura - Early Nanbokucho,"TB 625, KKZ",NA,NA,,
8248,Osafune,Chikakage,Mumei [長船近景],Katana,77.3,2.4,2.8,1.7,Suriage,1,NA,NA,Tokubetsu Hozon,Bizen,Late Kamakura - Early Nanbokucho,"OPL, TH1011052",NA,Koshirae,,
8249,Osafune,Chikakage,Mumei [伝近景],Katana,75.1,1.8,2.7,1.8,Suriage,1,17,NA,Juyo 8,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8250,Osafune,Chikakage,Mumei [近景],Katana,74.6,2.3,3.1,2.2,Suriage,2,19.6,Hi,"Juyo 12, Tokubetsu Juyo 13",Bizen,Late Kamakura,"TB 173, JNZ, TJNZ, KANHI1","Mei Removed before Juyo, Denrai - Uesugi Family",NA,,
8251,Osafune,Chikakage,Mumei / 康永二年(Cut off),Katana,73.9,2.4,2.9,1.9,Suriage,2,18.2,NA,Juyo 6,Bizen,1343,JNZ,NA,NA,,
8252,Osafune,Chikakage,Mumei [近景],Katana,73.6,1.9,2.8,2,Suriage,2,19.7,Hi,Juyo 27,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8253,Osafune,Chikakage,Mumei [近景],Katana,73.1,2,2.8,1.8,Suriage,3,18.1,NA,Juyo 45,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8254,Osafune,Chikakage,Mumei [伝備前国長船近景],Katana,73,2,NA,NA,Suriage,NA,NA,NA,"Okayama Prefecture Bunkazai, Private",Bizen,Late Kamakura - Early Nanbokucho,"PBU, OKA",NA,NA,,
8255,Osafune,Chikakage,Mumei [近景],Katana,72.4,2,2.7,1.8,Suriage,2,19.4,NA,Juyo 10,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,Honami Origami,,
8256,Osafune,Chikakage,Mumei [伝備前近景],Katana,72.4,2.1,2.8,2,Suriage,2,17.1,NA,Juyo 12,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8257,Osafune,Chikakage,Mumei [近景],Katana,72,2.3,2.8,1.8,Suriage,2,15.9,NA,Juyo 48,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,JT-48-1-079,
8258,Osafune,Chikakage,Mumei [伝近景],Katana,71.5,2.1,2.8,2,Suriage,2,18.2,Hi,Juyo 19,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8259,Osafune,Chikakage,Mumei [近景],Katana,71.5,2.2,2.9,1.8,Suriage,3,18.6,NA,Juyo 22,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8260,Osafune,Chikakage,Mumei [近景],Katana,71.5,1.8,3.2,2.3,Suriage,2,19.4,Hi,"Juyo XX, Tokubetsu Juyo 24",Bizen,Late Kamakura - Early Nanbokucho,"TJNZ, OPL",NA,"Tanobe Sayagaki, Koshirae",,
8261,Osafune,Chikakage,Mumei,Katana,71.5,2.4,NA,NA,Suriage,2,NA,Hi,XX,Bizen,Late Kamakura - Early Nanbokucho,"TB 534, TB 631, KKZ",NA,NA,,
8262,Osafune,Chikakage,Mumei [近景],Katana,71.3,2.2,2.7,1.6,Suriage,4,20.4,NA,Juyo 23,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8263,Osafune,Chikakage,Mumei,Katana,71.2,NA,NA,NA,Suriage,2,NA,Hi,XX,Bizen,Late Kamakura - Early Nanbokucho,TB 358,NA,NA,,
8264,Osafune,Chikakage,Mumei [近景],Katana,71.1,1.8,2.8,2.2,Suriage,4,20.3,Hi,Juyo 13,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8265,Osafune,Chikakage,Mumei [近景],Katana,70.9,2.6,3.1,2.2,Suriage,3,15.6,Hi,Juyo 20,Bizen,Late Kamakura - Early Nanbokucho,"TB 174, JNZ, KANHI1",NA,Sayagaki,,
8266,Osafune,Chikakage,Mumei [伝近景],Katana,70.7,1.9,2.8,2,Suriage,1,16.9,NA,Juyo 21,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,Honami Origami,,
8267,Osafune,Chikakage,Mumei [近景],Katana,70.7,2,2.9,2.1,Suriage,2,20.2,Hi,Juyo 44,Bizen,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Naruse Family,NA,,
8268,Osafune,Chikakage,Mumei [伝近景],Katana,70.5,1.6,2.9,2,Suriage,2,20.4,Hi,Juyo 38,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8269,Osafune,Chikakage,Mumei [近景],Katana,70.4,2.6,3.1,2,Suriage,2,20.3,NA,Juyo 20,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8270,Osafune,Chikakage,Mumei [伝近景],Katana,70.3,1.3,2.9,1.8,Suriage,3,20.8,Hi,Juyo 24,Bizen,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,"Tanobe Sayagaki, Koshirae",,
8271,Osafune,Chikakage,Mumei [近景],Katana,70,1.5,3,2.2,Suriage,1,17.3,Hi,Juyo 41,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8272,Osafune,Chikakage,Mumei [伝近景],Katana,69.5,1.6,2.9,2,Suriage,4,20,Hi,Juyo 27,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8273,Osafune,Chikakage,Mumei [近景],Katana,69.4,2.6,3,2,Suriage,2,19.6,Hi,Juyo 34,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8274,Osafune,Chikakage,Mumei [伝近景],Katana,68.5,1.5,2.8,2,Suriage,5,19.1,NA,Juyo 8,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8275,Osafune,Chikakage,Mumei [伝近景],Katana,68.5,1.4,2.8,2.1,Suriage,5,23,Hi,Juyo 16,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8276,Osafune,Chikakage,[Kinzogan 近景] [Shusho 貞享参年折紙],Katana,68.4,1.9,2.8,1.9,Suriage,1,18.1,NA,"Juyo 36, Tokubetsu Juyo 12",Bizen,Late Kamakura,TJNZ,NA,Honami Origami,,
8277,Osafune,Chikakage,Mumei [伝近景] [Kinzogan 笹之雪],Katana,67.4,2.2,2.8,1.9,Suriage,2,16.3,Hi,Juyo 22,Bizen,Late Kamakura - Early Nanbokucho,"TB 497, JNZ",NA,NA,,
8278,Osafune,Chikakage,Mumei,Katana,67.3,2.1,NA,NA,Suriage,2,NA,Hi,XX,Bizen,Nanbokucho,TB 315,NA,NA,,
8279,Osafune,Chikakage,Mumei [伝近景],Katana,67,2.2,2.8,1.8,Suriage,2,18.6,Hi,Juyo 21,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8280,Osafune,Chikakage,Mumei [近景],Katana,66.7,1.4,2.8,1.9,Suriage,2,17.1,Hi,Juyo 67,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8281,Osafune,Chikakage,Mumei [伝近景],Katana,66.4,1.4,2.9,2.1,Suriage,3,22.3,Hi,Juyo 24,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8282,Osafune,Chikakage,Mumei [近景],Katana,65.9,1.8,2.6,1.8,Suriage,2,20.6,NA,Juyo 15,Bizen,Late Kamakura - Early Nanbokucho,"TB 171, JNZ, OPL, KANHI1",NA,"Kunzan Sayagaki, Koshirae",,
8283,Osafune,Chikakage,Mumei [伝備前近景],Katana,65.3,1.2,2.9,2.2,Suriage,3,16.4,NA,Juyo 15,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8284,Osafune,Chikakage,Mumei [伝近景],Katana,64.7,1.3,2.6,1.6,Suriage,1,17.8,Hi,Juyo 49,Bizen,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,NA,,
8285,Osafune,Chikakage,Mumei [伝近景],Katana,64,1.8,2.5,1.7,Suriage,1,19.8,NA,Juyo 35,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8286,Osafune,Chikakage,Mumei [近景],Katana,62.6,1.2,2.7,1.6,Suriage,3,18.2,Hi,Juyo 23,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8287,Osafune,Chikakage,Mumei [伝近景],Katana,NA,NA,NA,NA,Suriage,3,NA,NA,"Juyo Bijutsuhin, Private Saitama",Bizen,Nanbokucho,JUBI,NA,NA,,
8288,Chikage,Chikakage,Orikaeshi 貞和五(Cut off) [伝近景] (Juyo 35 [近景]) (Juyo 19 [伝元重]),Naoshi,74.6,1.4,3.3,3.1,Suriage,3,23.4,Hi,"Juyo 19, Juyo 35, Tokubetsu Juyo 12",Bizen,1349,"JNZ, TJNZ, OPL",NA,NA,,
8289,Osafune,Chikakage,備州長船住近景,Naoshi,68.2,1.2,NA,NA,Suriage,2,NA,Hi,NTHK Yushu,Bizen,Late Kamakura - Early Nanbokucho,YUS1,NA,NA,,
8290,Osafune,Chikakage,備州長船住近景,Naoshi,68,1.4,3.1,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Token Corp",Bizen,Nanbokucho,"OPL, JUBI, TOW",Denrai - Yoshikawa Family,NA,,
8291,Osafune,Chikakage,備前国長船近景,Naoshi,52,1.6,2.9,NA,Suriage,2,17,Hori,Juyo 17,Bizen,Late Kamakura - Early Nanbokucho,"JNZ, JUK",NA,NA,,
8292,Osafune,Chikakage,Gakumei 備前国長船住近景,Naoshi,47.2,0.8,2.8,NA,Suriage,1,14.8,NA,Juyo 41,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8293,Osafune,Chikakage,備州長船住近景/ 元応元年八月日,Kodachi,47.9,1.2,2.8,NA,Ubu,1,13.2,Hi,Juyo 20,Bizen,1319,"JNZ, OSAC",NA,NA,,
8294,Osafune,Chikakage,Mumei [伝近景],Wakizashi,57.4,1.6,2.5,1.9,Suriage,3,15.6,NA,Juyo 30,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,Koshirae,,
8295,Osafune,Chikakage,Mumei [近景],Wakizashi,54.6,1.1,2.6,2,Suriage,2,15,Hi,Juyo 64,Bizen,Late Kamakura - Early Nanbokucho,OPL,NA,Koshirae,,
8296,Osafune,Chikakage,Mumei [伝近景],Wakizashi,50.4,1,2.8,1.9,Suriage,1,14.5,NA,Juyo 31,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8297,Osafune,Chikakage,Mumei [長船近景],Wakizashi,50,1.2,3.1,2.7,Suriage,1,NA,Hi,Tokubetsu Hozon,Bizen,Late Kamakura - Early Nanbokucho,"OPL, THZZZ",NA,NA,,
8298,Osafune,Chikakage,Mumei [長船近景],Wakizashi,48.4,1.1,2.8,2.1,Suriage,1,NA,Hi,Tokubetsu Hozon,Bizen,Nanbokucho,"OPL, TH1004594",NA,NA,,
8299,Osafune,Chikakage,Mumei [伝近景],Wakizashi,44,1.3,2.7,2.2,Suriage,1,14.3,Hi,Juyo 21,Bizen,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
8300,Osafune,Chikakage,備州長船近景/ 建武五年卯月日,Wakizashi,32.1,0.4,2.7,NA,Ubu,2,10.4,Hi,Juyo 28,Bizen,1338,"TB 382, JNZ",NA,NA,,
8301,Osafune,Chikakage,備前国長船近景/ 元徳二年三月日,Tanto,26.8,NA,2.4,NA,Ubu,2,10.8,NA,Juyo 6,Bizen,1330,"JNZ, KOZA, FUJI",NA,NA,,
8302,Osafune,Chikakage,備前国長船近景/ 建武二年三月日,Tanto,26.8,NA,2.3,NA,Ubu,2,11.3,Hori,Juyo 47,Bizen,1335,JNZ,NA,NA,,
8303,Osafune,Chikakage,備州長船近景/ 嘉暦三年卯月(Cut off),Tanto,23.2,NA,2.1,NA,Suriage,3,NA,NA,Hozon,Bizen,1328,"OPL, H363576",NA,Koshirae in 2023,,
8304,Osafune,Chikakage,備州長船近景/ 元徳二年六月日,Ken,22,0,NA,NA,Ubu,2,NA,NA,Juyo 61,Bizen,1330,OPL,NA,Koshirae,,
8305,Osafune,Nagachika,備前国長船住長親/ 元弘二年三月日,Tachi,79,2.8,3.2,1.9,Ubu,2,19.5,NA,Juyo 19,Bizen,1332,JNZ,NA,NA,,
8306,Osafune,Nagachika,備前国□□住長□ / 建武二年二月日 [伝長親],Tachi,76.7,2.7,2.7,1.8,Suriage,3,21.2,NA,Juyo 12,Bizen,1335,JNZ,NA,NA,,
8307,Osafune,Nagachika,備前国長船住長親/ 元亨二二年十月日,Tanto,27.3,NA,2.3,NA,Ubu,2,11.2,Hi,Tokyo National Museum,Bizen,1324,"MEOS, OSAC",Denrai - Tanzan Jinja,NA,,
8308,Osafune,Mitsunaga,備前国長船住光長/ 建武五年八月日,Tachi,86.9,4.1,3.7,2.3,Ubu,1,18.1,Hori,"Juyo Bijutsuhin, Private Tokyo",Bizen,1338,"TB 590f, JUBI, UES, OPL",Denrai - Uesugi Family,NA,,
8309,Osafune,Mitsunaga,備州長船住光長,Tanto,22.6,0.1,2.3,NA,Ubu,2,10,NA,Atsuta Jingu,Bizen,Nanbokucho,ATSU,NA,NA,,
8310,Osafune,Masanaga,備前国長船住将長作/ 正中三年正月日,Tachi,74.8,NA,NA,NA,Ubu,2,NA,NA,"Juyo Bijutsuhin, Private Aichi",Bizen,1326,JUBI,NA,NA,,
8311,Osafune,□kage,備州長船住□景,Tachi,71.8,1.8,2.8,NA,Suriage,2,NA,NA,"Shizuoka Prefecture Bunkazai, Sano Art Museum",Bizen,Kamakura,"SJ, PBU",NA,NA,,
8312,Osafune,Shigemitsu,備州長船重光,Tachi,82.7,3.5,3.1,2,Ubu,4,23.1,NA,"Juyo Bunkazai, Atsuta Jingu",Bizen,Nanbokucho,"ATSU, JUBU, CUL, JBRN01336, AIC, ATSB, AICC",NA,NA,,
8313,Osafune,Shigemitsu,備州長船重光/ 応永二十二年二月日,Tachi,71.5,2.3,2.9,2,Ubu,2,20.1,NA,Juyo 14,Bizen,1415,JNZ,NA,NA,,
8314,Osafune,Shigemitsu,Gakumei 備州長船重光,Katana,69.2,2,2.9,2.3,Suriage,1,14,Hi,Juyo 24,Bizen,Late Nanbokucho - Early Muromachi,"JNZ, OPL",NA,NA,,
8315,Osafune,Shigemitsu,重光,Katana,67.2,0.8,2.8,1.7,Ubu,2,NA,NA,Hozon,Bizen,Early Muromachi,"OPL, HZZZ",NA,Koshirae,,
8316,Osafune,Shigemitsu,備州長船□□光 [伝長船重光],Wakizashi,54.6,1,2.9,1.8,Ubu,2,NA,NA,NTHK,Bizen,Early Muromachi,OPL,NA,Koshirae,,
8317,Osafune,Shigemitsu,備州長船重光/ 応永十八年十月日,Wakizashi,40.8,0.9,2.8,2,Suriage,2,NA,Hori,Tokubetsu Hozon,Bizen,1411,"OPL, TH1011460",NA,NA,,
8318,Osafune,Shigemitsu,備州長船重光/ 応永八年二月日,Tanto,25.2,0.2,2.3,NA,Ubu,2,8.6,Hori,Kurokawa Research Institute,Bizen,1401,KURO,NA,NA,,
8319,Osafune,Norimitsu,Mumei [伝古則光] (鎌倉末期),Katana,71.8,2.2,2.8,1.7,Suriage,3,19.5,NA,Juyo 29,Bizen,Late Kamakura,"JNZ, BIBI",NA,NA,,
8320,Osafune,Norimitsu,[Kinzogan 則光/ 本阿 (花押) (光遜)] [長船- 時代鎌倉末期],Katana,67.2,1.5,2.8,1.7,Suriage,2,21.5,NA,Juyo 49,Bizen,Late Kamakura,"JNZ, OPL",NA,NA,,
8321,Osafune,Norimitsu,備前国長船住則光/ 嘉元三年十二月日,Tanto,20.2,NA,1.8,NA,Ubu,1,9.8,Hori,Juyo 8,Bizen,1305,"TB 132, JNZ, KOZA, FUJI",NA,NA,,
8322,Osafune,Noritsugu,備前国住則次/ 文和三年□月日,Tachi,69.8,2,2.9,1.9,Ubu,3,18.2,Hi,Juyo 15,Bizen,1354,"JNZ, JUK",NA,NA,,
8323,Osafune,Tadamitsu,備州長船忠光/ 貞治三年六月日,Tachi,69.4,2.4,3.3,2.2,Ubu,2,23,NA,Juyo 16,Bizen,1364,"TB 132, TB 212, JNZ, KANHI3",NA,Kunzan Sayagaki,,
8324,Osafune,Tadamitsu,備州長船忠光/ 延文□年七月日,Tanto,29.1,0.2,NA,NA,Ubu,3,NA,NA,Nezu Museum,Bizen,1356-1361,"KOZA, OSAC",NA,NA,,
8325,Osafune,Sadanaga,貞長,Tachi,65,2.2,2.9,1.9,Suriage,3,NA,Hi,Tokubetsu Hozon,Bizen,Nanbokucho,"OPL, THZZZ",NA,NA,,
8326,Osafune,Morihiro,備州長船守弘/ 応永十二年二月日,Tachi,74.4,2.6,2.9,1.6,Ubu,3,NA,NA,Tokubetsu Hozon,Bizen,1405,"OPL, TH1014374",NA,NA,,
8327,Osafune,Morihiro,備州長船守弘/ 嘉慶二年二月日,Tachi,71,2.4,2.8,1.8,Ubu,3,22.9,Hi,Juyo 15,Bizen,1388,JNZ,NA,NA,,
8328,Osafune,Morihiro,備州長船守弘,Tachi,68.2,2.6,2.9,1.7,Suriage,4,NA,NA,Tokubetsu Hozon,Bizen,Nanbokucho,"OPL, TH155198",NA,Koshirae,,
8329,Osafune,Morihiro,備州長船守弘 [時代南北朝末期乃至応永],Tanto,25,0,NA,NA,Ubu,1,NA,NA,Hozon,Bizen,Late Nanbokucho - Early Muromachi,"OPL, H3031955",NA,Koshirae,,
8330,Osafune,Masauji,政氏造 [備前- 時代鎌倉末期],Tachi,67.6,1.7,2.9,2,Suriage,NA,NA,NA,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH1001609",NA,NA,,
8331,Osafune,Sanetada,Fumei [伝備前真忠],Tachi,80.5,3.2,3.1,2,Ubu,1,22.4,NA,Juyo 19,Bizen,Middle Kamakura,JNZ,NA,Koshirae,,
8332,Osafune,Sanechika,備前国長船住人真近/ 永仁三年九月日,Tachi,82.6,3.3,3.2,1.7,Ubu,2,26.5,NA,Juyo 19,Bizen,1295,"TB 179, JNZ, KANHI1",NA,Kunzan Sayagaki,,
8333,Osafune,Sukehisa,長船助久造,Ken,24,0,1.9,NA,Ubu,1,9.8,Hi,"Juyo 19, Tokubetsu Juyo 11",Bizen,Middle Kamakura,"JNZ, TJNZ, KANHI1",Denrai - Kazuo Okubo,NA,,
8334,Osafune,Kanenaga,包長 [備前長船],Tachi,67.3,2,2.7,2,Suriage,3,19,NA,Juyo 17,Bizen,Late Kamakura,JNZ,NA,NA,,
8335,Osafune,Sukenaga,備前国長船助長作/ 正和元年二月日,Tachi,83.6,2.7,3.1,1.6,Ubu,1,21,Hi,"Juyo 20, Tokubetsu Juyo 16",Bizen,1312,"TB 174, JNZ, TJNZ",NA,NA,,
8336,Osafune,Sukenaga,助長,Tachi,71.8,NA,NA,NA,Ubu,4,NA,Hi,XX,Bizen,Kamakura,TB 358,NA,NA,,
8337,Osafune,Sukenaga,Mumei [備前助長],Tachi,70.7,2.4,2.7,1.5,Ubu,1,20.7,Hi,Juyo 25,Bizen,Late Kamakura,JNZ,NA,NA,,
8338,Osafune,Sukenaga,助長,Tachi,65.2,1.6,2.5,1.6,Suriage,1,21.4,Hi,Juyo 34,Bizen,Late Kamakura,"TB 378, JNZ, GJO 234, OPL",NA,Tanobe Sayagaki,,
8339,Osafune,Sukenaga,助長,Tachi,64,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bijutsuhin, Private Osaka",Bizen,Late Kamakura,JUBI,NA,NA,,
8340,Osafune,Sukenaga,Mumei [伝助長],Katana,70.2,2.5,2.6,1.5,Suriage,1,18.5,Hi,Juyo 23,Bizen,Late Kamakura,JNZ,NA,NA,,
8341,Osafune,Moriie,備州長船守家/ □徳□□月日,Tachi,65.7,2.4,2.7,1.7,Ubu,2,15.5,Hi,Juyo 31,Bizen,Late Nanbokucho,JNZ,NA,NA,,
8342,Osafune,Motochika,備州長船基近/ 至徳二年二月日,Tachi,71.8,1.3,2.9,1.7,Suriage,4,21.4,NA,Juyo 31,Bizen,1385,JNZ,NA,NA,,
8343,Osafune,Munemitsu,備前国□□住(Fumei) [宗光] (長光門),Tachi,76.8,2.2,3.1,1.9,Ubu,2,17.9,Hori,Juyo 20,Bizen,Late Kamakura,"TB 171, JNZ, BIEX, KANHI1",NA,Kunzan Sayagaki,,
8344,Osafune,Nagasue,長末,Tachi,69.7,2.2,2.9,1.7,Ubu,2,NA,NA,Hozon,Bizen,Kamakura,"OPL, H3023135",NA,NA,,
