Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
8094,Osafune,Kagemitsu,景光,Tanto,22.6,NA,2.1,NA,Ubu,1,10.1,Hori,"Juyo Bunkazai, Location Unlisted",Bizen,Late Kamakura,"TB 175f, TB 302f, TB 555f, TBE 13, MKS, TAN, SDZ, JUBU, CUL, JBRN01705, HYO, TAI, GOK",NA,NA,,
8095,Osafune,Kagemitsu,備州長船景光/ 元徳二年三月日,Tanto,22.4,NA,2.1,NA,Ubu,2,9.5,NA,Tokyo National Museum,Bizen,1330,"MEOS, JPS",NA,NA,,
8096,Osafune,Kagemitsu,備州長船住景光/ 元□三年十月日,Tanto,22.2,0,1.8,NA,Ubu,2,9.8,Hori,Juyo 25,Bizen,Late Kamakura,JNZ,NA,Koshirae,,
8097,Osafune,Kagemitsu,備州長船景光,Tanto,21.3,NA,1.8,NA,Ubu,1,9.4,Hori,"Juyo 26, Kyoto National Museum",Bizen,Late Kamakura,"TB 273, TBE 3, JNZ, KNM, JPS",NA,NA,,
8098,Osafune,Kagemitsu,備州長船住景光/ 正和元年十月日,Tanto,NA,NA,NA,NA,Ubu,2,NA,Hori,XX,Bizen,1312,TB 62,NA,NA,,
8099,Osafune,Kagemitsu,備州長船住景光,Ken,25.4,0,2.1,NA,Ubu,2,10.9,Hi,Tokyo National Museum,Bizen,Late Kamakura,"MEOS, JPS",NA,NA,,
8100,Osafune,Kagemasa,備州長船住景(Cut off) [景政] (Juyo 17 [伝景光]),Tachi,78.9,2.6,3,1.9,Suriage,4,21.9,NA,"Juyo 17, Tokubetsu Juyo 13, Private Europe",Bizen,Late Kamakura,"JNZ, TJNZ, NEU",NA,NA,,
8101,Osafune,Kagemasa,備前国長船住景政/ 嘉暦三年十一月日,Tachi,78.5,3.5,NA,NA,Ubu,2,NA,NA,Hakutsuru Museum,Bizen,1328,"TB 214, KOZA, OSAC, KANHI3",NA,NA,,
8102,Osafune,Kagemasa,備州長船住景(Cut off) [景政],Tachi,74.2,3,2.9,1.9,Suriage,3,18.9,Hi,"Juyo 19, Tokubetsu Juyo 4",Bizen,Late Kamakura,"JNZ, TJNZ",Denrai - Shai Family,NA,,
8103,Osafune,Kagemasa,備前国長船住景政/ 暦応三年庚辰二月日,Tachi,71.5,2.5,2.9,1.9,Ubu,1,19.7,Hi,"Juyo 59, Tokubetsu Juyo 23",Bizen,1340,"TJNZ, KANHI1, OSAC",NA,NA,,
8104,Osafune,Kagemasa,備州長/ Orikaeshi 船住景政,Tachi,71.2,2,2.7,1.8,Suriage,3,18.1,NA,"Juyo 17, Tokubetsu Juyo 25",Bizen,Late Kamakura,"JNZ, TJNZ",NA,NA,,
8105,Osafune,Kagemasa,備州長船住景政,Tachi,70.8,2.4,2.7,1.9,Suriage,2,20.5,Hi,Juyo 22,Bizen,Late Kamakura,"TB 202, TB 211, JNZ, KANHI2",NA,NA,,
8106,Osafune,Kagemasa,備州長船景政,Tachi,70.5,2.5,2.7,1.6,Suriage,2,18.2,NA,Imperial Collection or Tokyo National Museum,Bizen,Late Kamakura,"KOZA, MEOS",NA,NA,,
8107,Osafune,Kagemasa,備前国長船景政,Tachi,69.9,2.5,2.7,1.7,Suriage,5,17.7,NA,Juyo 68,Bizen,Late Kamakura,JNZ. OPL,NA,NA,,
8108,Osafune,Kagemasa,Mumei [伝景政],Katana,73,2.4,2.9,2.1,Suriage,2,19.3,Hi,Juyo 18,Bizen,Late Kamakura,JNZ,NA,NA,,
8109,Osafune,Kagemasa,Mumei [伝景政],Katana,70.5,1.2,3,2.1,Suriage,2,21.3,NA,Juyo 28,Bizen,Late Kamakura,JNZ,NA,NA,,
8110,Osafune,Kagemasa,Mumei [景政],Katana,70,1.6,2.6,1.6,Suriage,2,18.1,Hi,Juyo 24,Bizen,Late Kamakura,JNZ,NA,NA,,
8111,Osafune,Kagemasa,Mumei [景政],Katana,69.4,2,2.7,1.8,Suriage,1,16,NA,Juyo 21,Bizen,Late Kamakura,JNZ,NA,NA,,
8112,Osafune,Kagemasa,Mumei [景政],Katana,69,2.3,2.6,1.5,Suriage,2,19.6,Hi,Juyo 26,Bizen,Late Kamakura,"TB 295, JNZ, OPL",NA,Kunzan Sayagaki,,
8113,Osafune,Kagemasa,Mumei [伝景政],Katana,68.7,0.8,2.8,1.9,Suriage,4,19.3,Hi,Juyo 35,Bizen,Late Kamakura,JNZ,NA,NA,,
8114,Osafune,Kagemasa,Mumei [伝景政],Katana,67.8,1.8,2.7,1.8,Suriage,3,17.7,Hi,Juyo 28,Bizen,Late Kamakura,JNZ,NA,NA,,
8115,Osafune,Kagemasa,Mumei [景政],Katana,66.6,1.4,2.7,1.8,Suriage,4,19.8,Hi,Juyo 37,Bizen,Late Kamakura,JNZ,NA,NA,,
8116,Osafune,Kagemasa,Mumei [伝景政],Katana,66.4,2.3,2.6,1.9,Suriage,2,15.1,NA,Juyo 35,Bizen,Late Kamakura,JNZ,NA,NA,,
8117,Osafune,Kagemasa,Mumei [長船景政],Wakizashi,56,1.2,2.9,2.1,Suriage,3,NA,Hi,Hozon,Bizen,Late Kamakura,"OPL, H3013528",NA,NA,,
8118,Osafune,Kagemasa,備州長船住景政/ 嘉暦二二年二月日,Tanto,25.3,NA,NA,NA,Ubu,2,NA,Hori,"Juyo Bijutsuhin, Private Tokyo",Bizen,1329,"TB 204, JUBI, KANHI2",NA,NA,,
8119,Osafune,Kagemasa,備州長船住景政/ 文保元年十月日,Tanto,23.9,NA,2.2,NA,Ubu,1,10.2,Hori,Juyo 6,Bizen,1317,"JNZ, KOZA, FUJI",NA,NA,,
8120,Osafune,Kagemasa,備州長船住景政,Ken,24,0,1.9,NA,Ubu,1,10.6,Hi,Juyo 47,Bizen,Late Kamakura,JNZ,NA,NA,,
8121,Osafune,Kagemoto,備前国長船景元作,Tachi,69.7,1.8,NA,NA,Ubu,1,NA,NA,Boston Museum of Fine Arts,Bizen,Late Kamakura,MFA,NA,NA,,
8122,Osafune,Sanenaga,Mumei[伝真長],Tachi,84.4,3.2,3.4,1.8,Ubu,1,24,Hi,"Juyo Bunkazai, Atsuta Jingu",Bizen,Late Kamakura,"ATSU, JUBU, CUL, JBRN01341, AIC, ATSB, AICC",NA,NA,,
8123,Osafune,Sanenaga,備前国長船住人真長/ 正安二年十(Cut off),Tachi,84.2,2.2,3,1.6,Suriage,3,23.1,Hi,"Juyo Bijutsuhin, Private Tokyo",Bizen,1300,"TB 135, TB 387f, MKS, KOZA, JUBI, GOK",Denrai - Hosokawa Family,NA,,
8124,Osafune,Sanenaga,真長,Tachi,82,3,2.9,1.8,Suriage,2,22,NA,Juyo 31,Bizen,Late Kamakura,"JNZ, OPL",NA,NA,,
8125,Osafune,Sanenaga,備前国(Fumei) [伝真長],Tachi,79.7,3.3,NA,NA,Ubu,1,NA,NA,"Juyo Bunkazai, Kishu Toshogu",Bizen,Late Kamakura,"TB 388, JUBU, CUL, JBRN01435, WAK",NA,Koshirae,,
8126,Osafune,Sanenaga,備前国長船住真長,Tachi,79.2,2.6,3.1,1.6,Ubu,1,24.8,NA,"Juyo Bijutsuhin, Iwate Prefecture Bunkazai, Morioka History and Culture Museum",Bizen,Late Kamakura,"TB 189, TB 245, TB 302k, TB 408k, TB 434, JUBI, MEDA, GOK, ITTO, PBU",Denrai - Nanbu Family,Koshirae,,
8127,Osafune,Sanenaga,真長,Tachi,78.3,2,2.8,1.7,Ubu,3,23.6,Hi,Juyo 43,Bizen,Late Kamakura,JNZ,NA,NA,,
8128,Osafune,Sanenaga,備前国長船住(Cut off) [真長] (Juyo 3 [伝真長]),Tachi,78.2,1.8,2.7,1.7,Suriage,2,21.5,Hi,"Juyo 3, Tokubetsu Juyo 20",Bizen,Late Kamakura,"JNZ, TJNZ",Denrai - Shimazu Family,NA,,
8129,Osafune,Sanenaga,備州長船真長/ 正和二年二月日,Tachi,77.9,2.4,3,1.8,Ubu,2,21.8,Hi,Seikado Bunko Art Museum,Bizen,1313,SEI,NA,NA,,
8130,Osafune,Sanenaga,真長,Tachi,76.5,2.4,3,1.8,Ubu,2,21.1,NA,Juyo 14,Bizen,Late Kamakura,JNZ,NA,NA,,
8131,Osafune,Sanenaga,真長,Tachi,76.5,3,3,1.8,Ubu,3,22.9,NA,Tokyo National Museum,Bizen,Late Kamakura,"KOZA, MEOS, JPS",NA,NA,,
8132,Osafune,Sanenaga,真長,Tachi,76.4,2.5,3,1.8,Ubu,2,21.8,NA,"Juyo 11, Tokubetsu Juyo 4, Private",Bizen,Middle Kamakura,"TB 227f, TB 641f, TB 712, JNZ, TJNZ, SB",Denrai - Okubo Family,Koshirae,,
8133,Osafune,Sanenaga,備前国長船住真長造/ 嘉元二年三月日,Tachi,76,2.6,2.8,2,Suriage,3,21.8,Hi,"Juyo Bijutsuhin, Private Tokyo",Bizen,1304,"TB 334f, MKS, SB, JUBI, BIEX, GOK","Denrai - Shimazu Family, Mitsui Family",NA,,
8134,Osafune,Sanenaga,真長備前国長(Cut off),Tachi,75.1,2.1,NA,NA,Suriage,1,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Bizen,Late Kamakura,"JUBI, GOK",NA,NA,,
8135,Osafune,Sanenaga,真長,Tachi,74.4,2,2.8,1.9,Ubu,3,20.2,NA,"Juyo Bijutsuhin, Yamatane Museum",Bizen,Late Kamakura,"TB 471f, MKS, JUBI, GOK",NA,NA,,
8136,Osafune,Sanenaga,備前国長船住人真長造/ 延慶二年二月日,Tachi,74.2,2.8,3,1.8,Suriage,2,20.3,Hi,"Juyo 2, Hayashibara Museum of Art",Bizen,1309,"JNZ, HAYA, OSAC",NA,NA,,
8137,Osafune,Sanenaga,真長,Tachi,73.5,2.4,2.7,NA,Suriage,2,19.6,Hori,"Juyo Bunkazai, Sano Art Museum",Bizen,Late Kamakura,"SJ, JUBU, CUL, JBRN01727, GOK",NA,Koshirae,,
8138,Osafune,Sanenaga,真長,Tachi,73.4,2.6,2.7,1.6,Suriage,3,13.8,NA,Juyo 34,Bizen,Late Kamakura,JNZ,NA,NA,,
8139,Osafune,Sanenaga,□長 [真長],Tachi,73,2.5,2.7,1.7,Ubu,2,23.4,NA,Juyo 21,Bizen,Late Kamakura,JNZ,NA,NA,,
8140,Osafune,Sanenaga,真長,Tachi,72.6,2.6,NA,NA,Ubu,2,NA,NA,Tokyo National Museum,Bizen,Late Kamakura,JPS,Tokyo National Museum F-20013,Koshirae,,
8141,Osafune,Sanenaga,備前国長船住人平真長造/ 嘉元三年十月日,Tachi,72.3,1.5,2.9,1.8,Suriage,4,20.3,NA,Tokyo National Museum,Bizen,1305,"KOZA, TAI, MEOS, OSAC, GYOK, JPS",NA,NA,,
8142,Osafune,Sanenaga,真□ [真長],Tachi,72.2,2.7,2.8,1.6,Ubu,1,21.4,Hori,Juyo 20,Bizen,Late Kamakura,JNZ,NA,NA,,
8143,Osafune,Sanenaga,備前国長船(Cut off) [真長],Tachi,72,1.9,2.7,1.5,Suriage,2,19.6,NA,Juyo 30,Bizen,Late Kamakura,"TB 326, JNZ, DTI24",NA,NA,,
8144,Osafune,Sanenaga,Mumei [真長],Tachi,71.9,2.2,2.6,1.5,Ubu,2,16.7,NA,Juyo 49,Bizen,Late Kamakura,JNZ,NA,NA,,
8145,Osafune,Sanenaga,備前国長(Cut off) [真長],Tachi,71.4,2,2.8,1.8,Suriage,2,21.2,Hi,Juyo 13,Bizen,Late Kamakura,JNZ,NA,NA,,
8146,Osafune,Sanenaga,真長,Tachi,71.2,2.1,2.8,1.9,Ubu,2,17.9,Hi,Juyo 11,Bizen,Late Kamakura,"TB 281, TBE 6, JNZ",NA,NA,,
8147,Osafune,Sanenaga,真長,Tachi,70.7,1.9,NA,NA,Suriage,4,NA,NA,"Juyo Bunkazai, Kishu Toshogu",Bizen,Late Kamakura,"TB 388, JUBU, CUL, JBRN01436, WAK",NA,Koshirae,,
8148,Osafune,Sanenaga,真長,Tachi,70.6,NA,NA,NA,Suriage,4,NA,NA,"Juyo Bijutsuhin, Private Hyogo",Bizen,Late Kamakura,JUBI,NA,NA,,
8149,Osafune,Sanenaga,真長,Tachi,70.6,2.1,2.8,1.5,Ubu,2,14.6,Hori,Juyo 28,Bizen,Late Kamakura,JNZ,NA,NA,,
8150,Osafune,Sanenaga,Orikaeshi 備前国長船住人真長造,Tachi,70.6,1.5,NA,NA,Suriage,3,NA,NA,XX,Bizen,Late Kamakura,"TB 587, KKZ",NA,NA,,
8151,Osafune,Sanenaga,備前国長船住人真長造/ 延慶三年二月日,Tachi,69.8,2.4,2.8,1.8,Ubu,2,19.7,Hori,Imperial Collection or Tokyo National Museum,Bizen,1310,"KOZA, MEOS","Gyobutsu, Denrai - Todo Family",NA,,
8152,Osafune,Sanenaga,備前国(Cut off) [伝真長],Tachi,69.7,1.8,3,2,Suriage,1,20.6,Hi,Juyo 10,Bizen,Late Kamakura,JNZ,NA,NA,,
8153,Osafune,Sanenaga,備前国長船住(Cut off) [真長],Tachi,69.7,2,2.5,1.7,Suriage,2,19.5,NA,Juyo 13,Bizen,Late Kamakura,JNZ,NA,NA,,
8154,Osafune,Sanenaga,真長,Tachi,69.4,2.1,2.7,1.8,Suriage,3,NA,Hori,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH100193",NA,Kunzan Sayagaki,,
8155,Osafune,Sanenaga,真長,Tachi,67.3,2.3,3,1.7,Ubu,1,18.8,NA,Imperial Collection or Tokyo National Museum,Bizen,Late Kamakura,MEOS,NA,NA,,
8156,Osafune,Sanenaga,真長,Tachi,67.2,1.7,2.6,1.7,Suriage,1,18.2,NA,"Juyo 14, Tokubetsu Juyo 10",Bizen,Late Kamakura,"TB 97, TB 112, TB 373, JNZ, TJNZ",Denrai - Mitsui Family,NA,,
8157,Osafune,Sanenaga,真長,Tachi,66.7,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Kumamoto",Bizen,Late Kamakura,JUBI,Denrai - Satake Family,NA,,
8158,Osafune,Sanenaga,真長,Tachi,65.5,1.4,2.5,1.6,Suriage,5,19.6,Hi,Juyo 21,Bizen,Late Kamakura,"TB 198, JNZ, KANHI1",NA,Kunzan Sayagaki,,
8159,Osafune,Sanenaga,Mumei [真長],Katana,77.3,1.4,3,2,Suriage,3,24.2,NA,Juyo 14,Bizen,Late Kamakura,JNZ,NA,NA,,
8160,Osafune,Sanenaga,Mumei [真長],Katana,76.8,2.2,2.7,1.7,Suriage,3,26.5,NA,Juyo 22,Bizen,Late Kamakura,JNZ,NA,NA,,
8161,Osafune,Sanenaga,[Kinzogan 真長],Katana,76.7,2.4,2.8,1.9,Suriage,2,18.5,Hi,Juyo 1,Bizen,Late Kamakura,"JNZ, TB 317",Denrai - Mito Tokugawa Family,NA,,
8162,Osafune,Sanenaga,Mumei [真長],Katana,76,2,2.8,1.8,Suriage,3,21.2,Hi,Juyo 22,Bizen,Late Kamakura,JNZ,NA,NA,,
8163,Osafune,Sanenaga,[Kinzogan 真長光遜 (花押)],Katana,75.8,2.7,2.6,1.6,Suriage,3,19.6,Hori,"Juyo 13, Tokubetsu Juyo 16",Bizen,Late Kamakura,"JNZ, TJNZ",NA,Koshirae,,
8164,Osafune,Sanenaga,Mumei [真長],Katana,73.8,0.9,2.8,1.7,Suriage,4,20.4,Hi,Juyo 25,Bizen,Late Kamakura,JNZ,NA,NA,,
8165,Osafune,Sanenaga,Mumei [真長],Katana,72.6,2.1,2.8,1.9,Suriage,2,22,Hi,Juyo 49,Bizen,Late Kamakura,JNZ,NA,NA,,
8166,Osafune,Sanenaga,Mumei [伝真長],Katana,72,2.3,NA,NA,Suriage,2,NA,Hi,Hayashibara Museum of Art,Bizen,Late Kamakura,HAYA,NA,NA,,
8167,Osafune,Sanenaga,Mumei [真長],Katana,71.7,1.8,2.8,1.9,Suriage,2,19.8,Hi,Juyo 37,Bizen,Late Kamakura,JNZ,NA,Honami Origami,,
8168,Osafune,Sanenaga,Mumei [長船真長],Katana,71.7,2,2.9,1.8,Suriage,2,NA,NA,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH1009910",NA,Koshirae,,
8169,Osafune,Sanenaga,Mumei [真長],Katana,71.5,2,2.8,2,Suriage,2,19.6,Hi,"Juyo 2, Tokubetsu Juyo 1",Bizen,Late Kamakura,"TB 224f, JNZ, TJNZ",Denrai - Yoneda Family,"Koshirae, Honami Origami",,
8170,Osafune,Sanenaga,Mumei [真長],Katana,71.5,1.9,2.8,1.7,Suriage,3,20.1,Hi,Juyo 25,Bizen,Late Kamakura,JNZ,NA,NA,,
8171,Osafune,Sanenaga,Mumei [真長],Katana,71.2,1.7,2.8,1.8,Suriage,2,21.8,NA,Juyo 6,Bizen,Late Kamakura,JNZ,NA,NA,,
8172,Osafune,Sanenaga,Mumei [長船真長],Katana,71.2,2.1,2.8,1.8,Suriage,2,NA,Hi,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH1021189",NA,NA,,
8173,Osafune,Sanenaga,Mumei [真長],Katana,70.8,2.2,2.7,1.8,Suriage,3,16.2,Hi,"Juyo 11, Tokubetsu Juyo 6, Token Corp",Bizen,Late Kamakura,"TB 219, JNZ, TJNZ, TOW, KANHI3",Denrai - Kuroda Family,Kunzan Sayagaki,,
8174,Osafune,Sanenaga,Mumei [伝真長],Katana,70.6,1.8,2.9,1.8,Suriage,2,16.5,NA,Juyo 14,Bizen,Late Kamakura,JNZ,NA,NA,,
8175,Osafune,Sanenaga,Mumei [真長],Katana,70.5,1.7,2.8,1.9,Suriage,3,19.9,Hori,Juyo 22,Bizen,Late Kamakura,JNZ,NA,NA,,
8176,Osafune,Sanenaga,Mumei [真長],Katana,70.3,2.4,2.6,1.6,Suriage,3,18.5,Hi,Juyo 52,Bizen,Late Kamakura,"JNZ, OPL",NA,NA,,
8177,Osafune,Sanenaga,Mumei [真長],Katana,69.8,2.2,3,1.8,Suriage,2,16.6,Hori,Juyo 26,Bizen,Late Kamakura,"JNZ, OPL",NA,Koshirae,,
8178,Osafune,Sanenaga,Mumei [真長],Katana,69.7,1.7,2.7,1.9,Suriage,2,20.6,Hi,Juyo 10,Bizen,Late Kamakura,JNZ,NA,NA,,
8179,Osafune,Sanenaga,Mumei [真長],Katana,69.7,1.9,2.5,1.8,Suriage,1,17.9,Hi,Juyo 68,Bizen,Late Kamakura,JNZ,NA,NA,,
8180,Osafune,Sanenaga,Mumei [真長],Katana,69.6,2.4,2.9,2.2,Suriage,2,20.1,Hi,"Juyo 44, Tokubetsu Juyo 16",Bizen,Late Kamakura,"JNZ, TJNZ",NA,NA,,
8181,Osafune,Sanenaga,[Kinzogan 真長],Katana,69.3,2.1,2.7,1.8,Suriage,2,16.1,NA,"Juyo 10, Tokubetsu Juyo 19",Bizen,Late Kamakura,"JNZ, TJNZ",NA,NA,,
8182,Osafune,Sanenaga,Mumei [伝真長],Katana,68.5,2.5,2.6,1.8,Suriage,2,15.7,Hi,"Juyo 4, Tokubetsu Juyo 16",Bizen,Late Kamakura,"JNZ, TJNZ","Denrai - Maeda Family, Okubo Family",Koshirae,,
8183,Osafune,Sanenaga,Mumei [真長],Katana,67.7,2.6,2.8,1.8,Suriage,3,16.6,NA,Juyo 53,Bizen,Late Kamakura,JNZ,NA,NA,,
8184,Osafune,Sanenaga,Mumei [真長],Katana,67,2.6,2.7,1.7,Suriage,3,17.5,Hori,Juyo 15,Bizen,Late Kamakura,JNZ,NA,NA,,
8185,Osafune,Sanenaga,Mumei [伝真長],Katana,66.7,1,2.6,1.6,Suriage,1,20,Hi,Juyo 26,Bizen,Late Kamakura,JNZ,NA,NA,,
8186,Osafune,Sanenaga,Mumei [長船真長],Katana,65.1,1.8,2.8,1.9,Suriage,4,NA,Hi,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH1018413, DTI24",NA,Koshirae,,
8187,Osafune,Sanenaga,Mumei [真長],Katana,64.6,2.1,2.9,1.8,Suriage,2,15.1,NA,Juyo 59,Bizen,Late Kamakura,OPL,NA,"Tanobe Sayagaki, Koshirae",,
8188,Osafune,Sanenaga,真長,Naoshi,48,1.2,2.9,NA,Suriage,1,15.6,Hi,Juyo 24,Bizen,Late Kamakura,"JNZ, TT79",NA,Kunzan Sayagaki,,
8189,Osafune,Sanenaga,真長,Kodachi,60,NA,NA,NA,Ubu,2,NA,NA,"Juyo Bunkazai, Tokyo National Museum",Bizen,Late Kamakura,"JUBU, CUL, JBRN01138",NA,Koshirae,,
8190,Osafune,Sanenaga,真長,Kodachi,59.8,2.3,3.1,2.1,Ubu,2,13.3,NA,"Juyo Bunkazai, Seikado Bunko Art Museum",Bizen,Late Kamakura,"TB 472f, MKS, KOZA, SHO, SDZ, JUBU, CUL, JBRN01104, SETAW, TAI, OSAC, SEI, SEI2, GOK, SERI",Denrai - Matsudaira Family,Koshirae,,
8191,Osafune,Sanenaga,真長,Kodachi,51.2,1.6,2.9,1.9,Ubu,2,16.4,Hori,"Juyo 3, Tokubetsu Juyo 8",Bizen,Late Kamakura,"TB 196, TB 312, TB 555, TB 557f, TBE 16, JNZ, TJNZ, KOZA, NKKA, GOK","Mon on Nakago, Denrai - Sasaki Family",NA,,
8192,Osafune,Sanenaga,Mumei [伝真長],Wakizashi,53.3,1.3,2.4,1.6,Suriage,1,12,NA,Juyo 21,Bizen,Late Kamakura,"JNZ, OPL",NA,Koshirae at Juyo,,
8193,Osafune,Sanenaga,Mumei [伝長船真長],Wakizashi,45.4,0.9,2.6,2.3,Suriage,1,NA,NA,Tokubetsu Hozon,Bizen,Late Kamakura,"OPL, TH152481",NA,Koshirae,,
8194,Osafune,Sanenaga,備前国長(Cut off) / 徳治三年 (Cut off) [真長],Tanto,29,0,2.4,NA,Suriage,2,10.7,Hori,Juyo 37,Bizen,1308,"JNZ, KANHI1",NA,NA,,
8195,Osafune,Sanemitsu,備前国長船住□光/ □□二年二月日[伝真光],Tachi,78.3,2.5,3,1.8,Ubu,2,16.6,NA,Juyo 37,Bizen,Late Kamakura,JNZ,NA,NA,,
8196,Osafune,Sanemitsu,真光,Tachi,77.3,2.8,3.1,2,Ubu,3,21.7,Hi,"Kokuho, Chido Museum",Bizen,Late Kamakura,"TB 757f, GAK, ART, SHO, CLUB, SDZ, CUL, KOK, JUBU, JBRN00090, YAM, TAI, OSAC","Denrai - Oda Nobunaga, Sakai Tadatsugu, Sakai Family",Koshirae,,
8197,Osafune,Sanemitsu,備前国長船住人真光,Tachi,74.8,2.4,3.1,1.9,Suriage,2,21.5,Hi,"Juyo Bunkazai, Kyoto National Museum",Bizen,Late Kamakura,"EKO, JUBU, CUL, JBRN01716, KNM, JPS",NA,NA,,
8198,Osafune,Sanemitsu,Mumei [伝長船真光],Katana,71.8,1.2,2.9,2,Suriage,3,22.1,Hi,Juyo 49,Bizen,Late Kamakura,JNZ,NA,NA,,
8199,Osafune,Sanemitsu,Mumei [真光],Katana,71.6,2,3,2,Suriage,3,22,Hi,Juyo 25,Bizen,Late Kamakura,JNZ,NA,NA,,
8200,Osafune,Sanemitsu,Mumei [伝備前真光],Katana,71.2,2.1,2.8,1.9,Suriage,3,18.5,Hi,Juyo 12,Bizen,Late Kamakura,JNZ,NA,NA,,
8201,Osafune,Yasuhiro,備前国長船住右近将監保弘 造/ 徳治二年十月日,Tachi,80.3,2,3,NA,Ubu,2,NA,Hori,"Juyo Bijutsuhin, Gifu Prefecture Bunkazai, Private Gifu",Bizen,1307,"JUBI, PBU, GIF",NA,NA,,
8202,Osafune,Yasuhiro,保弘,Tachi,79.7,2.7,NA,NA,Ubu,2,NA,Hi,Juyo 36,Bizen,Late Kamakura,"TB 549, TB 641, TB 681, TB 773, KKZ, OEYE",NA,Honami Origami,,
8203,Osafune,Yasuhiro,Orikaeshi 備前国長船住人左兵衛尉保 弘造,Tachi,69.7,NA,NA,NA,Suriage,3,NA,Hori,"Juyo Bijutsuhin, Private Tokyo",Bizen,Late Kamakura,JUBI,NA,NA,,
8204,Osafune,Yasuhiro,保弘,Tachi,68.2,2.4,2.9,1.8,Suriage,2,21.3,NA,Juyo 39,Bizen,Late Kamakura,OPL,NA,Kunzan Sayagaki,,
8205,Osafune,Chikakage,備前国長船住近景/ 嘉暦二二年□ 月日,Tachi,80.6,2.7,3.2,2,Ubu,3,19.2,NA,"Kokuho, Private Osaka",Bizen,1329,"TB 388f, MKS, KOZA, SHO, SHI, CLUB, SDZ, CUL, KOK, JUBU, JBRN00125, OSA, KOZU, TAI, OSAC, GOK",Denrai - Okawachi Family,NA,,
8206,Osafune,Chikakage,備前国長船住近景/ 建武二年五月日,Tachi,79.2,2.3,3.2,2.2,Suriage,3,19.5,Hi,"Juyo Bunkazai, Tokyo Fuji Museum",Bizen,1335,"TB 564f, MKS, KOZA, SHI, SDZ, JUBU, CUL, JBRN01123, TAI, OSAC, GOK, TFMW",NA,NA,,
8207,Osafune,Chikakage,備州長船住近景/ 元亨三年十月日,Tachi,78.9,NA,NA,NA,Ubu,1,NA,NA,"Juyo Bunkazai, Private Osaka",Bizen,1323,"JUBU, CUL, JBRN01831, OSA",NA,NA,,
8208,Osafune,Chikakage,備前国長船住近景,Tachi,77.2,2.9,3.1,2,Suriage,3,22.1,Hi,"Juyo 19, Tokubetsu Juyo 20",Bizen,Late Kamakura - Early Nanbokucho,"TB 344k, JNZ, TJNZ, KANHI1",NA,NA,,
8209,Osafune,Chikakage,備前長船近景,Tachi,76.5,2,3.1,2,Suriage,4,21.2,Hi,Juyo 16,Bizen,Late Kamakura - Early Nanbokucho,"TB 128, JNZ",NA,Honami Origami,,
8210,Osafune,Chikakage,備前国長船住近景/ 嘉暦元年九月日,Tachi,76.4,2.1,NA,NA,Ubu,3,NA,NA,Ise Jingu,Bizen,1326,"OSAC, ISE",Dedicated to the shrine by Tokugawa Ienari in 1814,Koshirae,,
8211,Osafune,Chikakage,備州長船住近景/ 元亨二年八月日,Tachi,76.4,2.7,NA,NA,Ubu,1,NA,Hi,XX,Bizen,1322,"TB 62, TB 685",NA,NA,,
8212,Osafune,Chikakage,備州長船住近景,Tachi,76.4,2.1,3.1,2,Suriage,4,21.2,Hi,XX,Bizen,Late Kamakura - Early Nanbokucho,TB 178k,NA,NA,,
8213,Osafune,Chikakage,備州長船住近景,Tachi,76.4,2.4,3,2,Suriage,4,NA,Hi,XX,Bizen,Late Kamakura - Early Nanbokucho,TB 512,NA,NA,,
8214,Osafune,Chikakage,備前国長船住近景,Tachi,75.8,2.2,2.9,1.9,Suriage,2,21.4,NA,"Juyo 22, Tokubetsu Juyo 25",Bizen,Late Kamakura,"TB 210, TB 213, TB 671, JNZ, TJNZ, KKZ, KANHI3",Denrai - Tokugawa Family,Sayagaki,,
8215,Osafune,Chikakage,備州長船近景,Tachi,75.6,2,NA,NA,Suriage,4,NA,Hi,Hayashibara Museum of Art,Bizen,Late Kamakura - Early Nanbokucho,HAYA,NA,Koshirae,,
8216,Osafune,Chikakage,備前国長船住近景,Tachi,74.5,2.6,3.1,1.8,Suriage,2,18.4,Hi,"Juyo 7, Tokubetsu Juyo 17",Bizen,Late Kamakura,"TB 146, TB 184, TB 244, TB 544k, JNZ, TJNZ, BIEX",Denrai - O-Tokugawa Family,NA,,
8217,Osafune,Chikakage,備州長船住近景/ 元応□年十月日,Tachi,74.4,2.5,2.7,1.6,Ubu,2,22.2,NA,Juyo 30,Bizen,1319-1321,JNZ,NA,Koshirae,,
